From,Status,Price,Date Created
+61879478573,Failed,0.0,2026-04-17T05:45:03.000Z
+61879478573,Failed,0.0,2026-04-17T05:45:02.000Z
+61879478573,Failed,0.0,2026-04-17T05:45:02.000Z
+61879478573,Failed,0.0,2026-04-17T05:45:02.000Z
+61879478573,Failed,0.0,2026-04-17T05:45:02.000Z
+61879478573,Failed,0.0,2026-04-17T05:45:02.000Z
+61879478573,Failed,0.0,2026-04-17T05:32:25.000Z
+61879478573,Failed,0.0,2026-04-17T05:32:17.000Z
+61879478573,Failed,0.0,2026-04-17T05:32:13.000Z
+61879478573,Failed,0.0,2026-04-17T05:31:12.000Z
+61879478573,Failed,0.0,2026-04-17T05:31:10.000Z
+61879478573,Completed,-0.0405,2026-04-17T05:30:38.000Z
+61879478573,Completed,-0.0915,2026-04-17T05:30:44.000Z
+61879478573,No Answer,,2026-04-17T05:30:45.000Z
+61879478573,Completed,-0.0252,2026-04-17T05:30:43.000Z
+61879478573,Failed,0.0,2026-04-17T05:30:42.000Z
+61879478573,Failed,0.0,2026-04-17T05:30:39.000Z
+61879478573,Failed,0.0,2026-04-17T05:30:36.000Z
+61879478573,No Answer,,2026-04-17T05:30:33.000Z
+61879478573,Failed,0.0,2026-04-17T05:30:30.000Z
+61879478573,Failed,0.0,2026-04-17T05:30:29.000Z
+61879478573,Failed,0.0,2026-04-17T05:30:28.000Z
+61879478573,Failed,0.0,2026-04-17T05:30:25.000Z
+61879478573,Completed,-0.0405,2026-04-17T05:29:22.000Z
+61879478573,Failed,0.0,2026-04-17T05:29:26.000Z
+61879478573,Failed,0.0,2026-04-17T05:29:25.000Z
+61879478573,Completed,-0.15,2026-04-17T05:29:18.000Z
+61879478573,No Answer,,2026-04-17T05:29:24.000Z
+61879478573,Failed,0.0,2026-04-17T05:29:19.000Z
+61879478573,Failed,0.0,2026-04-17T05:29:17.000Z
+61879478573,Failed,0.0,2026-04-17T05:29:16.000Z
+61879478573,Failed,0.0,2026-04-17T05:29:12.000Z
+61879478573,Failed,0.0,2026-04-17T05:29:10.000Z
+61879478573,Failed,0.0,2026-04-17T05:29:09.000Z
+61879478573,No Answer,,2026-04-17T05:29:06.000Z
+61879478573,Failed,0.0,2026-04-17T05:29:05.000Z
+61879478573,Completed,-0.0405,2026-04-17T05:28:12.000Z
+61879478573,No Answer,,2026-04-17T05:28:18.000Z
